degree_type,founder_count
First State Examination (J.D. eq,1
First class BSc (Hons),1
First class honours degree,1
First degree,1
First-Class Honors degree,1
First-Class Honours,1
Fiscal Law,1
Five-Year Master of Arts,1
Five-Year Master's Degree,1
Flash Certification,1
Focus,1
Foreign Exchange,1
Foundation,1
Foundation Degree,1
Foundation Degree/A'Level,1
Foundation degree,1
Founder,1
French Baccalaureat,1
French Baccalaureate,1
French Business School,1
French equivalent of MSC,1
Fulbright Fellow,2
Fulbright Fellowship,1
Fulbright Scholar,2
Full Graduate Scholarship and As,1
Full Time,5
Full professor,1
Full time,1
Full-Stack Engineering,1
Fulltime,1
Functional trainer,1
FutureMed Executive Program,1
GC,2
GCE,2
GCE A-Levels,1
"GCE A-levels, Biology, Physics a",1
GCE/SC (O-Levels),1
GCSE,2
GCSE A Levels,1
GCSEs,1
GDIP,1
GDL,2
GDL & LPC,1
"GDL, LPC",1
GED,2
GEMBA,1
GMI graduate,1
GMP,4
GNIIT,5
GNVQ Advanced,1
GSP,2
GSP 11,1
GSP-10,1
Gaduate,1
Game Design,1
Gastroenterology,1
Gastronomy,1
Gen Ed,1
General,2
General Arts,1
General Business Administrator,1
General Business Studies,1
General COurse,1
General Course,4
General Course Certificate,1
General Education,2
General Educational Development,1
General Level 2,1
General Management Programme,1
General Virology,1
Genetics,1
Geography,1
Geological,1
Geology,1
Gerencia de Mercadeo,1
German Abitur,1
German Diplom,1
German Diploma,2
German diploma,1
German diploma (equ. Master of S,1
Germanic Studies,1
"Gestión y Management, Management",1
Global Entrepreneurship,1
Global Entrepreneurship Program,1
Global Leadership and Public Pol,1
Global MBA,1
"Global Management (Strategy, Eme",1
Global Scholar Program,1
Global Security and Intelligence,1
Google,1
Google Advertising Professional,1
Google Adwords Certified Indiviu,1
Google Analytics Individual Qual,1
Governance Essentials Program,1
Government & Public Policy,1
Grad,1
Grad Dip,2
Grad. D. IT,1
Grad. Diploma,1
Grade: 8th,1
Graduate,80
Graduate & Post Graduate,1
Graduate (Hons),1
Graduate (magna cum laude),1
Graduate / Diploma,1
Graduate Business,1
Graduate Certificate,11
Graduate Certificate in Business,1
"Graduate Certificate,",1
"Graduate Certificate, Management",1
Graduate Certification,1
Graduate Coursework,1
Graduate Cum Laude,2
Graduate Degree,10
Graduate Dimploma in Applied Fin,1
Graduate Diploma,21
Graduate Diploma in Applied Fina,1
Graduate Diploma in Human Resour,1
Graduate Diploma of Psychology,1
Graduate Engineer,1
Graduate Fall 2010,1
Graduate Level Courses,1
Graduate Magna Cum Laude,3
Graduate Management Qualificatio,1
Graduate Opportunity Program,1
Graduate Phi Beta Kappa,1
Graduate Program,2
Graduate Publishing Program,1
Graduate School,1
Graduate Software Engineering Se,1
Graduate Studie Program,1
Graduate Studies,7
Graduate Studies Program,1
Graduate Studies in Financial Pl,1
Graduate Study,2
Graduate Study Program,1
Graduate Summa Cum Laude,1
Graduate Tax Program,1
Graduate and an Undergraduate De,1
Graduate coursework,1
Graduate degree,1
Graduate degree of Engineer,1
Graduate in 1994  1996,1
Graduate in Business Administrat,1
Graduate non-degree coursework,1
Graduate studies,2
Graduate summa cum laude,3
"Graduate, JD",1
"Graduate, Magna Cum Laude",1
Graduated,63
Graduated Magna Cum Laude,1
Graduated Summa Cum Laude,1
Graduated Summa Cum Laude & Phi ,1
Graduated with Bachelor of Arts ,1
Graduated with honors,2
Graduated with specialization in,1
Graduateship,1
Graduating,1
Graduation,183
Graduation Degree,1
Graduation Diploma,1
Graduation in information techno,1
Graduations,1
Graduação,3
Grand Diplome,1
Grande Ecole,1
Grande Ecole Diploma,1
Graphic Design,5
Graphic Design/Illustration,1
Graphic Designer,2
Graphical Industry,1
Great Distinction,1
Green Belt,1
Guitar,1
Gymnasiet,1
H.A.,1
H.B.A.,1
H.B.B.A,1
H.B.Sc,1
H.B.Sc.,1
H.BSc,1
H.BSc.,1
H.Bsc,1
H.D.,2
H.N.D,1
H.S.,1
H.S. Diploma,1
H.S.C,2
H.S.C.,2
HABB,1
HBA,27
"HBA, Accounting, Mathematics, Ec",1
"HBA, Specialization in Entrepren",1
HBA. MBA,1
HBA/MBA,1
HBBA,2
"HBBA, Business/Finance",1
HBO,1
HBSc,3
"HBSc, Economics",1
"HBSc, Economics, Biology, Profes",1
HBSc.,1
"HBSc., Psychology, Communication",1
HCI,1
HCIMA,1
HD,2
HDip,2
HE Diploma,1
HEAO,2
HEAO propaedeuse,1
HEC,1
HH,1
HHMI Fellow,1
HHX,1
HID,1
HIGHER SECONDRY SCHOOL,1
HNC,3
HND,20
HND (Honours),1
HND Photography,1
HNDip,1
HR Certificate,1
HR Management,1
HRM,1
HS,7
HS Dip,1
HS Diploma,6
HS diploma,1
HSC,11
HSD,1
HSK 4,1
HTD,1
HTM,1
Half BSc,1
Half MBA,1
Handelsir,1
Hands On Java Programming course,1
Harvard Business School,1
Havo,1
Health Infomatics,1
Hi School Diploma,1
High,1
High Level Technician,1
High School,31
High School Degree,1
"High School Degree, Academic",1
High School Deploma,1
High School Diploma,28
"High School Diploma, College Pre",1
High School Dipolma,1
High School Education,1
High School degree,2
High Tech MBA,1
High school,3
High school diploma,1
High-school education,1
HighSchool,1
Higher,2
Higher Certificate,1
Higher Diploma,1
Higher Education Award,1
Higher National Diploma,2
Higher School Certificate,1
Higher Secondary School,1
"Higher, Master's,",1
Highschool,1
Highschool Diploma,1
Hijinx,1
History,3
History and Political Science,1
Hnd,1
Hon,1
Hon. B. Commerce,1
Hon. B. Sc.,1
Hon. B.A (incomplete),1
Hon. BA,1
Hon. Doc.,1
Honorary Degree,5
Honorary Doctor,1
Honorary Doctor of Fine Arts,1
Honorary Doctor of Science,1
Honorary Doctoral Degree,1
Honorary Doctorate,16
Honorary Doctorate Degree,1
Honorary Doctorate Of Law degree,1
Honorary Doctorate of Engineerin,1
Honorary Doctorate of Laws,2
Honorary Doctorate of Science,1
Honorary Doctors in Complex Syst,1
Honorary Masters,1
Honorary Ph.D.,2
Honorary PhD,1
Honorary degree,1
Honors,16
Honors (1st Class),1
Honors (masters-level) Degree,1
Honors 1st class,1
Honors B.A.,2
Honors Bachelor Deg.,1
Honors Bachelor of Business Admi,1
Honors Bachelor of Science,1
Honors Bachelors,1
Honors Business Administration,2
Honors Degree,6
Honors Degree In Juris Doctor,1
Honors Graduate,3
Honors Program,1
Honors Program graduate,1
"Honors,",1
Honour,1
Honours,20
Honours (First Class),1
Honours B.Sc,1
Honours BA,2
Honours BASc,1
Honours BBA,1
Honours Bachelor Commerce,1
Honours Bachelor of Arts,5
Honours Bachelor of Commerce,1
Honours Bachelor of Science,1
Honours Bachelors,2
Honours Business Administration ,1
Honours Degree,13
Honours LLB,1
Honours in Business Administrati,1
"Honours, BA",1
"Honours, Physics",1
Hons,5
Hons BBA,1
Hons BSc,1
Hons Business Admin,1
Hons Degree,1
Hons.,2
Hons. B.Sc.,1
Hons. B.Sc. (Coop Program),1
Hons. BBA,1
Hospitality Administration,1
Human Biology,1
Human Resource,1
Human Resources Development and ,1
Human Resources Management,1
Human Resources Management Progr,1
Humanities,1
Humanities Undergraduate,1
Hutchins Program,1
Hypokhagne,1
I.C.S.E,1
I.C.S.E.,1
I.E.MBA,1
I.S.C.,1
I.T.,1
IAA Master Class,1
IB,6
IB Diploma,2
IB Diploma Programme,1
IBA,1
IBD,1
IBEP,1
IBO International Baccalaureate ,1
ICD,1
ICD.D,1
ICD.d Designation,1
ICH,1
ICS,1
ICSE,7
ICT System Operator,1
ICWAI,1
IDL,1
IEB Senior Certificate,1
IEP,1
IESE Business School,1
IFIPS,1
IFL,1
IGCSE,1
II Honours,1
IIT JEE,1
IMBA,2
IMCA Certified Investment Managm,1
IMMS,1
IMT,1
INSTEP,1
ISC,3
ISP,1
ISS,1
IT,15
IT Collage,1
IT Engineer,1
IT Graduate,1
IT Management Postgraduate,1
IT Project Management,1
IT Systems Development,1
IT-manager,1
ITIL Foundation Certificate,1
ITIL Service Manager,1
IUT GEII,1
Ignite Program,1
Illinois Institute of Art,1
Imaginary,1
In-Depth Tax Specialist Program,1
Incomplete,19
Incomplete - 3.5 years toward BS,1
"Independent Studies - London, En",1
"Indian Institute of Technology, ",1
Industria Civil Engineer,1
Industrial & Mechanical Engineer,1
Industrial Design,2
Industrial Designer and Concepto,1
Industrial Egineering,1
Industrial Engineer,7
Industrial Engineering,8
Industrial M.Sc. Thesis,1
Industrial Master,1
Industrial Organization Engineer,1
Industrial Technical Engineer (I,1
Industrial and Systems Engineer,1
Industrial and Systems Engineeri,1
Industrial design,1
Industrie-Kaufman,1
Industriekaufmann,1
Infectious Disease Fellowship,1
Informatic Engineering,1
"Informatica,",1
Informatico,1
Informatics,1
Information Management & Technol,1
Information Resource Management,1
Information Science,2
Information Security Management,1
Information Systems,5
Information Systems Management M,1
Information Systems and Computer,1
Information Technologies,1
Information Technology,9
Information Technology Managemen,1
Information Technology Software,1
Information Technology and Manag,1
Informática,1
Ing,2
Ing.,4
Ing. Tec. Telecomunicaciones,1
Ingegnere,1
Ingenieria Industrial,1
Ingeniero,2
Ingeniero Agrónomo,1
Ingeniero Civil,2
Ingeniero Civil Industrial,1
"Ingeniero Comercial, Administrac",1
"Ingeniero Comercial, Ingles Avan",1
Ingeniero Informático,1
Ingeniero QuÃ­mico,1
Ingeniero Superior,1
Ingeniero Técnico,2
Ingeniero Técnico de Sistemas,1
"Ingeniero Técnico de Sistemas,",1
Ingeniero Técnico en Informática,1
Ingeniero en Informática,1
Ingeniero en Sistemas,1
Ingeniero en informatica,1
Ingeniero superior,1
Ingeniero superior de telecomuni,1
Ingeniero tecnico,1
Ingeniero técnico electrónico,1
Ingeniería,1
Ingeniería Electrónica,1
Ingeniería Informática,2
Ingeniería de Ejecución en Infor,1
Ingeniería en Sistemas,1
Ingenieur,5
Ingenieur diplome d'etat,1
IngÃ©nieur,1
Ingénieur,7
Ingénieur Civil,1
Ingénieur Civil Electro-mécaniqu,1
Ingénieur agronome,1
Ingénieur commercial,1
Ingénieur en informatique,1
Innovation,1
Insead,1
Institute of Corporate Directors,1
Instructor,2
Int. Business,1
"Int. Diploma, Military Intellige",1
Int. Management,1
Integrated Marketing and Communi,1
Integrated Master of Technology,1
Integrated Masters,2
Integrative Arts,1
Intensive Hebrew Course,1
Inter,1
Interactive Design,1
Interactive Media,1
"Interactive, Graphic and 3D Desi",1
"Intercultural Management, 2:1",1
Interdisciplinary Masters,2
Interdisciplinary Social Science,1
Interdisciplinary Studies,1
Intermediate,3
Intermediate level,1
Internation Master's in Business,1
International Baccalaureate,9
International Baccalaureate Dipl,2
International Baccalaureate with,1
International Baccaleureate,1
International Business,4
International Business & Trade L,1
International Business Administr,2
International Business Degree,1
International Business Developme,1
International Business Managemen,2
International Business and Marke,1
International Diploma,2
International Economics,1
International Exchange,1
International Exchange Program,1
International Executive MBA,3
International Law and Internatio,1
International Law and Policy,1
International MBA,10
"International Management, Busine",1
International Marketing,3
International Marketing & Corpor,1
International Marketing & Manage,1
International Master,1
International Master of Business,1
International Masters of  Scienc,1
International Politics,1
International Relations,4
International Studies,1
International Trade Specialist,1
International Understanding,1
Internet Marketing,1
Internet Marketing Postgraduate,1
Intervention Specialist,1
Introduction to Bicycle Mechanic,1
Invitation-Only Program,1
Ir,1
J.D,3
"J.D, Law",1
J.D.,15
J.D. & L.L.M.,1
J.D. (candidate 2012),1
J.D. (cum laude),1
J.D. - With honors,1
J.D. Law,1
J.D. and a B.A,1
J.D. cum laude,1
J.D. degree,1
J.D. with Highest Honors,2
J.D. with Honors,1
J.D. with honors,1
"J.D., LL.M",1
"J.D., Law",3
"J.D., magna cum laude",4
J.D./L.L.B,1
J.D./M.P.P.,1
JA,1
JBA,2
JD,1975
JD - Juris Doctor,2
JD / MBA,1
JD and MBA,1
JD and MBA degrees,1
JD and Member of Illinois State ,1
JD and an MBA,1
JD degree,1
"JD, GD",1
"JD, LLM",2
"JD, Law",4
"JD, MBA",3
"JD, cum laude",1
"JD, with honors",1
JD/MBA,13
JD/MSIA,1
JLPT Level 3,1
JMSB BA,1
JOT & GET,1
JS Japan Fellowship,1
JSD,1
JYA,1
Japanese Language,1
Japanese Studies,1
John S. Knight fellowship for jo,2
Johnson & Johnson Advanced Manag,1
Joint B.A./M.A.,1
Joint BA,1
Joint MSc,1
Joint Major,1
Joint Major BSc Honours Degree,1
Journalism,7
Journalism Degree (Broadcast Jou,1
Journalist and Social Comunicato,1
Junior Year,2
Jurastudium,1
Juris Doctor,18
Juris Doctor (Hons),1
Juris Doctor (JD),2
"Juris Doctor , cum laude",1
Juris Doctor Candidate,1
Juris Doctor Degree,1
Juris Doctor degree,1
"Juris Doctor, Cum Laude",1
Juris Doctorat,1
Juris Doctorate Degree,1
Juris Doctorate JD,1
"Juris Doctorate, LAW",1
"Juris Doctorate, Law",1
Juris Master,1
Jurisprudence Degree,1
K-12,1
KS Leadership Expert,1
Kandidaat Burgelijk Ingenieur,1
Kauffman Fellow,2
Kaufmannsgehilfenbrief,1
Kinesiology,1
Knight Fellowship,1
Kommunikationswirt,1
L.A.F,1
L.L.B & B.A.,1
L.L.B degree,1
L.L.M.,1
L.LM J.S.D,1
L.M.P.,1
"LADE, M&A",1
LAW,2
LC,1
LEED (AP) Accredited Professiona,1
LIII,1
LL.B (Hons),1
LL.B (Hons.),1
LL.B degree,1
LL.B.,1
LL.B. and B.A.,1
"LL.B., Law",1
LL.L,1
"LL.M, LL.B,B.A",1
LL.M.,1
LL.M. Taxation,1
"LL.M., Law",1
LLB,247
LLB (Hons),9
"LLB (Hons); DipLP, Law",1
LLB BA,1
LLB Honors,1
LLB Honours,1
LLB Hons,4
"LLB Hons, Law",1
"LLB hons, Law",1
LLB in Law,1
LLB(Hons),1
"LLB, AKC",1
"LLB, Law",2
LLB. Hons,1
LLD,2
LLM,145
LLM (First Class),1
LLM degree,1
LLM/JD,1
LMT,1
LPC,2
LSCA,1
Language Proficiency Certicifica,1
Langue et Civilisation,1
Latin-Sciences,1
Laurea,16
Laurea (MSc),1
Laurea Degree,2
Laurea Magistrale,1
Laurea in Giurisprudenza,1
Laurea triennale,1
"Laurea, Informatica Applicata",1
"Laurea, Ingegneria Meccatronica",1
"Laurea, Mechanical Engineering",1
Law,44
Law (Honors),1
Law Degree,16
Law Degree (honors),1
Law Degrees,1
Law Graduate,1
Law Honors,1
Law Hons.,1
Law LLB,1
Law LLB (Hons),1
Law School Diploma,1
Law and Business,1
Law degree,4
"Law, Accounting",1
Lawyer,1
Leadership,2
Leadership Strategies for IT,1
Leadership/Management Training P,1
Leave of Absence,2
"Lecturer, Tutor, Course-Writer",1
Legal Practice Course,1
"Legal Practice Course, Law",1
Leutenant / First Leutenant,1
Level 1,1
"Level 1 & 2, International Finan",1
Level 2 CFA,1
Level 5 Proficiency,1
Level A and Level B,1
Level III Certification,1
Liberal Arts,6
Liberal Arts Bachelor,1
Liberal Ed Reqs,1
Lic,3
Lic Phil. I,1
Lic TEW,1
Lic.,1
"Lic. (M. Sc.),",1
Lic. Rer. Pol.,1
Lic. Sistemas de información,1
Lic. en Economia,1
Lic.Iur.,1
Lic.Tech,1
Lic.oec.,1
Licence,11
Licence Professionnelle en alter,1
Licence professionnelle,1
Licenciaat,1
Licenciada en Bellas Artes,1
"Licenciada en Periodismo, Cienci",1
Licenciado,5
Licenciado (JD),1
Licenciado Master,1
Licenciado en Derecho,1
"Licenciado, CC.Empresariales",1
"Licenciado, Ciencia Política",1
Licenciatura,6
Licenciatura & Master,1
Licenciatura (5 year undergradua,1
Licenciatura en Administración,1
Licenciatura en Comercio,1
Licenciatura en ComunicaciÃ³n Pe,1
Licenciatura en Diseno Grafico,1
Licenciatura en Economía,1
Licenciatura en Fisica,1
License,1
License 2546,1
License in Cosmetology,1
Licensed Pharmacist,1
Licensee,1
Licentiate,7
Licentiate degree,5
"Licentiate degree,",1
Licentiate in Physics,1
Licentiate of Technology degree,1
Liderança,1
Linguistics,1
"Linguistics, East Asian Studies",1
Lise Diplomas?,1
Lisence,1
Load and Global Response of Ship,1
Low Degree,2
Lsc,1
M,1
M ACC,1
M Des,1
M Eng Sc,1
M Litt,1
M Tech,4
M&A Executive Program,1
M. Acc,1
M. Com,1
M. Des,1
M. Div,1
M. Div.,1
M. Ed (cert),1
M. Eng and BS,1
M. Eng and Ph.D,1
M. Eng. Sc.,1
M. Math,2
M. Sc. (Tech),1
M. Sc. / Exam. Art,1
M. Sc. in Computer Science,1
M. Tech,4
M. Tech.,1
M.A,4
"M.A , C. Phil.",1
"M.A Global Communication, Leader",1
M.A Honours,1
M.A.,4
M.A. & Ph.D.,1
M.A. (First Class Honours),1
M.A. (Hons),1
M.A. / B.A.,1
M.A. Cantab,1
M.A. Coursework,1
M.A. Ed,1
M.A. HSG,1
M.A. Hons.,2
M.A. Telecommunications Business,1
M.A. With Highest Honors,1
M.A. and M.B.A.,1
M.A. and Ph.D,1
M.A. and PhD,1
M.A. degree,1
M.A. in Teaching,1
"M.A., International Studies",1
"M.A., M.L.A.",1
"M.A., Ph.D.",1
M.A.Ed.,1
M.A.R.,1
M.A.Sc,5
M.A.Sc.,5
M.A.T,1
M.A>,1
M.Acc,1
M.App.Sc,1
M.Arch,1
"M.Asc, Engineering",1
"M.B, Ch.B",1
M.B.A,3
M.B.A with High Distinction,1
M.B.A.,7
M.B.A. (candidate),1
M.B.A. Finance,1
M.B.A. and B.S.,1
M.B.A. and Health Administration,1
M.B.A. and J.D,1
M.B.A. and a B.S.E.E.,1
M.B.A. in finance and marketing,1
M.B.A. with Honors,2
"M.B.A., Business Administration",1
"M.B.A., M.P.A.",1
"M.B.A., Marketing",1
"M.B.A/Diplôme de grande ecole, F",1
M.B.B.S,1
M.B.B.S.,2
M.Build,1
M.C.A,2
M.C.A.,1
M.C.M.,1
M.C.S.,1
M.COM,1
M.Chem,1
M.Com,6
"M.D, Ph.D.",1
M.D.,13
M.D. & Ph.D.,1
M.D. / M.J.,1
M.D. and M.B.A,1
M.D. and Ph.D.,5
M.D. and a Ph.D.,3
M.D. cum laude,1
M.D. degrees,1
M.D. with honors,1
"M.D., M.P.H.",1
"M.D., Medicine",1
"M.D., Ph.D., Medicine",1
"M.D., magna cum laude",1
M.Des,4
M.Des.S.,1
M.Div,3
M.Div.,2
M.E,4
M.E.,12
M.E./B.S.,1
M.E.C.A,1
M.E.I.E,1
M.E.M.,1
M.E.Sc,1
M.Ed,1
M.Ed.,1
M.Eng,1
M.Eng & BS,1
"M.Eng & S.B.,",1
M.Eng in Electrical Engineering,1
"M.Eng, B.Eng",1
"M.Eng, EECS",1
M.Eng.,1
M.Eng. (Hons),1
M.Eng.Sc,3
M.F.A ( Viscom ),1
M.F.C.S.,1
M.Fin,1
M.H.A.,1
M.H.S.,1
M.H.Sc,1
M.I.D.,1
M.I.I,1
M.I.I. Grad,1
M.I.M.,1
M.I.M.S.,1
M.I.S,1
M.I.S.,1
M.L.A.,1
M.L.S,1
M.Litt,1
M.Litt.,3
M.M.,6
M.M.S,1
M.MATH,1
M.Math,3
M.Mus,1
M.Mus.,1
M.P.A,3
M.P.A.,1
M.P.H.,1
"M.Phil, PhD, MIS",1
M.Phill,2
M.Res,1
M.S,14
M.S and MBA,1
M.S in Computer Science,1
M.S.,21
M.S. & B.S.,1
M.S. & PhD. Candidacy Certificat,1
M.S. (M.Tech),1
M.S. / A.B.D.,1
M.S. / B.S.,1
M.S. / B.S. / MIS,1
M.S. Computer Engineering,1
M.S. Computer Science,1
M.S. Electrical Engineering,1
M.S. Engineering,2
M.S. Finance,1
M.S. M.E.,1
M.S. With Honors,1
M.S. and B.S.,1
M.S. and Ph.D.,7
M.S. and PhD,1
M.S. and a Ph.D.,1
M.S. degree,4
M.S. in Computer Science and Inf,1
M.S. in Psychology,1
"M.S., B.S",1
"M.S., B.S.",1
"M.S., Computer Science",1
"M.S., Electrical Engineering",2
"M.S., Electrical Engineering & C",1
"M.S., Engineering-Economic Syste",1
"M.S., Finance",1
"M.S., M.A., Ph.D",1
"M.S., Management Science and Eng",1
"M.S., Ph.D",2
"M.S., Ph.D.",2
M.S.B.A.,1
M.S.C.S,1
M.S.C.S.,1
M.S.E,8
M.S.E / Ph.D,1
M.S.E.,7
"M.S.E., Ph.D.",1
"M.S.E.E, MA &  Ph.D",1
M.S.E.E. and Ph.D.,1
M.S.E.E./C.S.,1
M.S.Ed,2
M.S.Eng,1
M.S.F.S.,3
M.S.L.,1
M.S.M,1
M.S.M.E,1
M.S.O.D,1
M.S.S,1
M.S.S.E,1
M.S.S.M.,1
"M.S.T, T.COM",1
M.S.b.,1
M.SC.A,1
M.Sc,3
M.Sc  Computer Science,1
M.Sc (Computer Science),1
M.Sc (Hons.),1
M.Sc (TECH),1
M.Sc (Tech),1
M.Sc Information Technology,1
M.Sc Masters,1
M.Sc and B.A,1
M.Sc in Economics & Business Adm,1
M.Sc in Electromechanical Engine,1
"M.Sc, B.Sc",1
M.Sc.,4
M.Sc. (CEMS MIM),1
M.Sc. (Dipl.-Ing.),2
M.Sc. (Economics),1
M.Sc. (Summa Cum Laude),1
M.Sc. (econ),1
M.Sc. (econ.),1
M.Sc. (summa cum laude),1
"M.Sc. Ba., Business Administrati",1
M.Sc. E.E,1
"M.Sc. EE, Electrical Engineering",1
M.Sc. Economics,2
M.Sc. Eng.,1
M.Sc. Engineering,1
M.Sc. I.T.,1
M.Sc. Master of Science,1
M.Sc. and B.Sc.,1
M.Sc. and Ph.D,1
M.Sc. and Ph.D.,1
"M.Sc. in Business, Marketing",2
M.Sc. in Information Systems,1
M.Sc.(Hons.),1
M.Sc.(I.T.),1
M.Sc.(Tech.),1
"M.Sc., (Econ)",1
"M.Sc., Computational Inteligence",1
"M.Sc., Economics",1
"M.Sc., Engineering",1
M.Sc./EE,1
M.Sc.A,1
M.Sc.A.,1
M.Sc.EE,1
M.Sc.Econ,1
M.Sc.Eng.,1
M.Sc.IT,2
M.Sc.M.P,1
M.Sci.,2
M.St,1
M.St. (M.A.),1
M.T.S.,1
M.TECH,1
M.Tec,1
M.Tech,15
M.Tech.,6
M.com,2
M2,1
MA,1663
MA & BA,2
MA & MBA,1
MA & PhD,1
MA (1st Class Hons),1
MA (1st Class),1
MA (BA) Hons,1
MA (Cantab),3
MA (Cantab.),1
MA (Dist),1
MA (Expected),1
MA (Honours),1
MA (Hons),2
MA (Hons) First Class,1
"MA (Hons), Mathematics & Economi",1
MA (Hons.),2
MA (Hons0,1
MA (Merit pass),1
MA (Oxon),1
MA (cand.mag.),1
MA (incomplete),1
MA - Business Law,1
MA / PhD Candidate,1
MA Creative and Cultural Entrepr,1
MA Education,2
MA First Class Honours,1
MA Honours,2
MA Hons,5
"MA Hons,",1
MA International Affairs,1
MA International Studies,1
MA Marketing Communications,1
MA Mass Communication & Journali,1
MA Oxon,3
MA Philosophy,1
MA Politics Hons,1
MA Studies,1
MA and B.A,1
MA and BA,1
MA and Ph.D.,1
MA cum laude,1
MA hons,1
MA in Business Administration,2
MA in Economics,1
MA in International Affairs,1
MA in International Studies,1
MA in Law and Diplomacy,1
MA in Management (Financial Anal,1
MA in Managment,1
MA in Politics,1
MA in economics,1
"MA, BA",1
"MA, C. Phil",1
"MA, Global Political Economy, Pa",1
"MA, International Relations",1
"MA, LPP",1
"MA, Ph.D",1
"MA, Ph.D.",1
"MA, PhD",5
"MA, PhD, Materials Science",1
"MA,BA",1
"MA.Ed,",1
MA/MPhil,1
MA/TED,1
MAAT,1
MAC,2
MACC,3
MALD,2
MALS,1
MAM,1
MAMRAM,1
MAMT,1
MAP 07,1
MAPP,1
MAR,1
MARINE ENGINEERING,1
MAS,4
MASC,1
MASTER  OF commerce,1
MASTER Conseil en Communication,1
MASTER IN FINANCE,1
MASTERS IN INTERNATIONAL MANAGEM,1
MASc,9
MAT,1
MAVO,1
MAcc,8
"MAcc, Accounting",1
MAppFin,1
MArch,1
MArch I,1
MB,3
MB BCh,1
MB BS,4
MB BS Hons (MD),1
"MB BS, BSc",1
MB ChB,3
"MB, BS (MD equivalent)",1
MBA,15160
MBA & JD,1
MBA & LLB Degrees,1
MBA & M.Sc,1
MBA & MA,2
MBA ( Expected),1
MBA (2013 estimated),1
MBA (Coporate Finance),1
MBA (Dist.),1
MBA (Distinction),1
MBA (E-Commerce),1
MBA (Exec),1
MBA (Expected 2014),3
MBA (Expected),2
MBA (Honors),2
MBA (MM),1
MBA (MS),1
MBA (Mag.),1
MBA (Marketing),1
MBA (PGDM),1
MBA (candidate),1
MBA (cum laude),2
MBA (magna cum laude),1
MBA (pursuing),1
MBA (year one of two year course,1
MBA - Baker Scholarship,1
MBA - FINANCE,1
MBA - IT,1
MBA - International Management,1
MBA - Master,1
MBA - pending,1
MBA / Honorary Ph.D.,1
MBA / MA,1
MBA / MHA,1
MBA / MPH,1
MBA / MSSM,1
MBA Candidate,3
MBA Candidate (class of 2014),1
MBA Certificate,1
MBA Course Work,1
MBA Entrepreneurship,1
MBA Ex,1
MBA Exchange Program,1
MBA Exchange Student,1
MBA Extension,1
MBA Fellows Candidate,1
MBA Fellowship,1
MBA Finance,1
MBA IT,1
MBA MCI (Marketing Commerce Inte,1
MBA Program,2
"MBA Program in Paris, Oxford and",1
MBA Stg,1
MBA Telecom Management,1
MBA With Distinction,5
MBA With Honors,4
MBA With Honors.,1
MBA and  MS,1
MBA and BA,2
MBA and BBA,1
MBA and BS,4
MBA and MPH,1
MBA and MS,2
MBA and MSME,1
MBA and Ph.D.,1
MBA and a CFA,1
MBA and a JD,1
MBA degree,1
MBA distinction,1
MBA elective,1
MBA for Executives,1
MBA in Design Strategy,1
MBA in Finance,1
MBA in Management Finance,1
MBA with Distinction,2
MBA with Honors,2
MBA with distinction,1
MBA with honors,2
MBA(I.T),1
"MBA, Arjay Miller Scholar",1
"MBA, BS",1
"MBA, Baker Scholar",1
"MBA, Business",5
"MBA, Business Administration",1
"MBA, Business Management",1
"MBA, EMBA",1
"MBA, Entrepreneurial Finance",1
"MBA, Entrepreneurship, Finance",1
"MBA, Finance",6
"MBA, Finance & Accounting",1
"MBA, Finance / International Bus",1
"MBA, Finance and Environmental R",1
"MBA, Finance, Accounting",1
"MBA, Finance, Business Managemen",1
"MBA, Finance, Business Policy",1
"MBA, Finance, Strategic Manageme",1
"MBA, Finance, Strategy",1
"MBA, Finance, Strategy, Marketin",1
"MBA, Finance-specific",1
"MBA, Global Banking and Finance",1
"MBA, HEC-Tsinghua Duel Degree,",1
"MBA, HR",1
"MBA, Health Care Management, Fin",2
"MBA, Healthcare Management / Fin",1
"MBA, Honors",1
"MBA, International Management",1
"MBA, MA Education",1
"MBA, MCom",1
"MBA, MIS",1
"MBA, MS in Television Management",1
"MBA, Marketing Finance Healthcar",1
"MBA, Master in Business Administ",2
"MBA, Masters of Business Adminis",1
"MBA, Strategy and Finance",1
"MBA, major in entrepreneurship",1
"MBA,MS",1
MBA-FM,1
MBA-MARKETING,1
MBA-MS,1
MBA/BS,1
MBA/Exchange,2
MBA/MA,4
MBA/MBI,1
MBA/MEd,1
MBA/MHS,1
"MBA/MIM, Masters in Internationa",1
MBA/MPP,1
MBA/MS,3
MBA/MSA,1
MBA/MSC,1
MBA/MScIB,1
MBAE,1
MBAcThe University of British Co,1
MBAGET,1
MBBS,14
"MBBS, FRACS(plastic).",1
MBChB,7
MBChB (MD),1
MBE,2
MBI,2
MBIT,1
MBO,2
MBO-4,1
MBS,3
MBS EComm,1
MBS in Business Studies,1
MBT,1
MBiochem,2
MBusSci,1
MCA,39
MCB - Masseur and Idrotherapist,1
MCIBS,3
"MCIM, RM",1
MCIT,1
MCL,1
MCP,4
MCP / MCSE,1
MCS,10
MCSA,1
MCSD,2
MCSE,4
MCSs,1
MChE,1
MChem,1
MChemPhys,1
MCompSc,1
